title,soldprice,solddate,bids,link
Apple iPhone 13 Pro Max - 128GB - Sierra Blue (Unlocked) A2643 (GSM),430.0,2024-08-20,16 bids,https://www.ebay.co.uk/itm/326232044262?_nkw=iphone+13&epid=27049276462&hash=item4bf4f1f2e6%3Ag%3Au5QAAOSwnJFmu2Z0&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkxjsLJ8E6aEdN9EXOMgmq%2F%2B1LCDHZqh%2Benjcz06Gmbc0JXJ5F8AtKTwE4F%2FU7rFuyGHSlJb8jlXxQBi4zVF9GQgSJ85Z9Bo4U1lIwj3JtR2sr%2B8sCHXUhvNuZ6XhD9YnOeIp1rZ%2BMNbqRB%2FpAzFCTcJ4rLMCgi8ChJpC4IJK6bPTuToLPU9CCmLohg2C0yT510S1wYwq%2Bi3sa2jHGhlB9u%2BMqywJsHjjvGHU1hMGXcbZtC26OHOixBt3jQOOQlk3hQq%2BsH%2F34e5Fd1%2BPYV3D6B%7Ctkp%3ABk9SR7Dp-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro - 128GB - Graphite (Unlocked),355.0,2024-08-20,22 bids,https://www.ebay.co.uk/itm/226299075690?_nkw=iphone+13&epid=15049284865&hash=item34b079dc6a%3Ag%3AtuYAAOSw5AlmsJ4v&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKk8mcZypDkH3DjxO4YKFPJ6ZBipgdg3MAQ%2Bi4ik7QPzWrgjg5CiJRMW4XcHNGAsk1okwynVVzd3dTtXrGLROKuAMVy3HE80YWhZsXMtMzPu7%2FlbIuAi2KW7ICbhEooinO%2FhE2puM6xOJ0onvwAxoW7comvtcbxvyyllEQCK%2BZlao%2FuQ56QuVP4hKlmb4hXi1nzr7QvhvY8AFsVorRXdy%2FFX1Mi9oZ%2BHeZuKeJLXsq592RmBJNw8D3MpmZtEUqdNScafqATOXl8cG0vbXKiyrv1M%7Ctkp%3ABk9SR7Dp-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro - 128GB - Graphite (Unlocked),120.23,2024-08-20,1 bid,https://www.ebay.co.uk/itm/365075361072?_nkw=iphone+13&epid=15049284865&hash=item55002fed30%3Ag%3A418AAOSwg-Rmuid-&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKmKyKsZSBfIyDwVjE0%2FYfofAl5D2wHQfSc%2BpfWjekV7%2FVhZeOSCRpl9wF8oMiddmAOWzHN3eltYpTHAcAzcd%2BEhsynOdw%2BDZc5QFDt4LHpUB%2BzD1hAwA5avb%2Fl3qLxi4JuMySigOOHauibidU8aOB82xXkq2FhGXKch%2BWaXRgFAjLlNoYPmdyLg9qWpXQBWzfj%2Fs4Sr%2BB%2Bf5VbfUQiv%2BtGR1475P5ZwXyZDspUF%2BzWimQLjlLJCXY5KWG7TBWSW3U4%3D%7Ctkp%3ABk9SR7Dp-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro - 128GB - Sierra Blue (Three),80.0,2024-08-20,1 bid,https://www.ebay.co.uk/itm/256609915203?_nkw=iphone+13&epid=7049390268&hash=item3bbf249143%3Ag%3ANSEAAOSwhvxmxGpp&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlDILC--lPKVYA4Wnd9sFx2sqF3Vhqzr%2FHlm43ZWPe2%2FTr%2FULX3XOdv7IWWMXFBKNZhr0Pnf4fFql%2BQBT6kSI%2Bwbel9UoMGzHJSjdgI%2BCYd8Ht3U46A1YmDwSdzUKSQAO40QnuH1Sjyov2JsaBjI2OBqwy3Q6jONHwZ6tv%2BqZPgXkkT6GgoEwdDQgcE8xgtrsvI64Y%2Bexc9yRZy1WxQe8RokVDtSizP4BgQcALpZq3J1Noee8UHbMSxJKrgfBLpVN1d%2BqPONPi2YiE3Mm8uUonh%7Ctkp%3ABk9SR7Dp-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro 128GB Blue Unlocked - Good Condition/ Faults,286.0,2024-08-20,18 bids,https://www.ebay.co.uk/itm/326234039294?_nkw=iphone+13&epid=28049285691&hash=item4bf51063fe%3Ag%3Are8AAOSwrulmfn%7Ee&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnoRwVDWNRajpqMy36BA3o1k0JWbEkRbLTyjnmNUgFnFN9q8lyZh%2BjeBuJwfsFGhNPdImv3sxBz0dv9ZwbC6RydZK%2FNT4n%2BVJAt5lVzuKtA6lGcxPGctcXs2LWqXoqcDk3FsmahIBAkumu%2FZJSaDo5W8zoyZNOHBkpaX5IxtJ0wjzeHHKuPgYuKLIO4o2ZpEHOEjVS%2FylFqPOeKChDm0FRff4msqg%2FsS%2BUMTvgHs9s7gYi1BXpM54Lm5TyNWwoTw%2FbQ8o0i8DorD8cXUsnL%2BO3j%7Ctkp%3ABk9SR7Dp-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro Max - 256GB - Graphite (Unlocked) A2643,400.0,2024-08-20,10 bids,https://www.ebay.co.uk/itm/286009163421?_nkw=iphone+13&epid=8049288697&hash=item4297797e9d%3Ag%3ARHsAAOSwIH5mslvl&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKn7YbK%2B%2B5mQRiluq2f96p5SsZ1IyYKgpjlL5LxoGUj7Amrg2eeza%2FE6uMVzV5bbEn%2FBV3ZnSV3SlnoMDCwow6nrj6USaD6j9DrTfv222fQxuQx8k06%2BT1Eea4CQ8mGlrhXS%2FtgdLX72ZUzZC60viWjC0qqT3yZ4sUnSYBtb4bjtsVLWAKzxkH%2FMWiMWnsxdlHLcS6PCRMbdmnHVOWA%2FlIIh191X2%2FDPtWlhh3TMMWH77vpvI0AvCL7%2FlfgH8UHR%2BTnnEH2RW7ayf7%2FxDlzXfe3Q%7Ctkp%3ABk9SR7Dp-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro - 128GB - Sierra Blue (Unlocked),285.0,2024-08-20,1 bid,https://www.ebay.co.uk/itm/315682852715?_nkw=iphone+13&epid=28049285691&hash=item49802a0f6b%3Ag%3A%7E9EAAOSwEG5mw6mw&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmuYrZue2JYWOA1GskVgkjPzASui3EUgWspE1XdY6dX%2FddWbp9gkrJguT%2Fm0dgKLAyKhu6aOtsC5RHxsjK%2FMHbXU9V1Tfk7G4mmJ3PfRpL4uu8R8oefC8LOXgXCBTDgrZ8zertbHkbQilRw1RJmtSa8puUOXDSBM5Hm2bvZYLkmmki7Ny%2FE%2Fp6YVqcNAoDeCAcCioJue04ATQQiFLCrAQqRIV3aatz6c7gdT7jGzhvSCdRMkhldmRQaiGo5McxlsFtxdHXvPDVzr3Aa0jWI%2Bcgl%7Ctkp%3ABk9SR7Lp-J-2ZA&LH_Auction=1
Apple iPhone 12 mini - 64GB - Blue (Unlocked) A2399 (CDMA + GSM),120.0,2024-08-20,1 bid,https://www.ebay.co.uk/itm/286017024956?_nkw=iphone+13&epid=17041715540&hash=item4297f173bc%3Ag%3A3LcAAOSwW8lmwZNm&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKllh9myHhYeitMrOJLgx9GZdwemxCw1p4hTgPR2DZ%2Fjby2vV03Uo59GpjvPA8tc6KsN8H3B%2BZcSlfV3l91TaP0EihO1FslV6VHjDo%2Ff7lcxKP4LUEWEtXB3cadIHOHprCNDIYY3ZiBMxSuvaAFGaUfyhieetNMOGAM7ehff8lnK6gJhW8l%2BuyOAA%2Fa4s2rSmq3cMSunXpQqBRDhaUPEQ2P4BOPwWamfkpfoNYNZfzw69A%3D%3D%7Ctkp%3ABk9SR7Lp-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro Max - 128GB - Sierra Blue (Unlocked) A2643 (GSM),431.0,2024-08-20,13 bids,https://www.ebay.co.uk/itm/387291334743?_nkw=iphone+13&epid=27049276462&hash=item5a2c5cc857%3Ag%3AgeEAAOSw15ZmuvDL&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlUxgipHuW3IEwU%2F754Btp3Z6ERXI41IMcMDySrGqadfKFS3QvVi3uHR2bX2w3%2FSrAPi6kJX5F6jNcqoRHjHf7pyZQmeswUC4%2BarTL1%2FUOAYj4kw2In%2B6BCG7m3mFlJSIn00iWVhR89AULjbaQc7NmKIiOdpE86RrPHdb1hbdX3h%2BG27rNM%2Bv6vWXfsXwzYVj066MaTwtlW6tBrng9TZ5swkfUXyBgtrpHbgMh%2F2hFHW1eN%2BX2%2BkbJCmyDph0fhqGS6I2o57BWbOJyWCXot519Q%7Ctkp%3ABk9SR7Lp-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro Max - 128GB - Silver (Unlocked),400.0,2024-08-19,24 bids,https://www.ebay.co.uk/itm/286008118898?_nkw=iphone+13&epid=17049280694&hash=item4297698e72%3Ag%3A19IAAOSwkPNmuocr&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmbH2aflAW5UcPnWj5R5tzTuYNEWpDMSuq3iB%2FsKuug%2BFAf3ozeXmqJ%2B%2BySIhql25CIKJLhUewV1Wk4sZgrdmTBhxbUhz2XzYzrAObG7AK4immNfqhBeSB%2FTOaP2%2B2fOVds0SRQ%2FyktjgGOMfZpMgONIYYNrpO8iBd1yONlF2XY0eTOqfHwsSTnjqrBg6ZsTwZL2qQ64Gx6lzekue2AYsmSY9TelEcZpxzfCM3hVAQiqsqoQhh3Py1aKmGQjcigAchZSIE8y11nlOk08zgthx0V%7Ctkp%3ABk9SR7Lp-J-2ZA&LH_Auction=1
Apple iPhone 13 mini - 128GB - White (Unlocked) Mint Condition,200.0,2024-08-19,1 bid,https://www.ebay.co.uk/itm/126633832907?_nkw=iphone+13&epid=12049274279&hash=item1d7bf6f1cb%3Ag%3AIkcAAOSwSXVmw4-S&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkfyoYQzmpzmyiivevNP57pdcpix49f1PwoNH2BTsqbPQA5X7DL3yNnBEHtqO0YRb8KEE111HyaoqmBDCq4WFJAef2KBfn1PvJg4IqlD9Q4O7x02JfCHpiVWrxcqAUfGyOaOK%2FqCZWE8y72NmyDSOEtYL8CrgPkeXltAnTDUH0BTN49%2FfPMsHhvtzQMHjucGcJdsYj2%2BeM1XLc%2F2sKtG1VnoOPeJD%2FBIkj6GZmB4eyTR7wtJFI4B0T9qeIgjCY0p6Rx1Igksm5hO6Zxnu2sTtk5%7Ctkp%3ABk9SR7Lp-J-2ZA&LH_Auction=1
iphone 12 mini 64gb unlocked blue,165.0,2024-08-19,16 bids,https://www.ebay.co.uk/itm/266947137345?_nkw=iphone+13&epid=17041715540&hash=item3e274a0f41%3Ag%3ATo4AAOSwc75munCD&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmQLw3B0SeSiU7Ry%2Bb3ETDXiLnRUtBgCN7nRJ0UdloTzuyOasgQBeUT2uR1z5efj1XXGggFqC5S2k0QrWpgPqlJwMozYxsMndrFPV7RKYAqjeUiq62IJvZNe72Eob%2FY3TLL7s%2BTx3Hs63nKSpxVcXSCEMLJT9z1KGwwHY2%2By3mkkO04UuPDDAe1Dyv6Q0ubldVz7LiJ59oCH%2BfRpnQwcFKntPb%2FUNyM1n1DE8mzT2t7nQ%3D%3D%7Ctkp%3ABk9SR7Lp-J-2ZA&LH_Auction=1
iPhone 13 125GB Blue,312.0,2024-08-19,2 bids,https://www.ebay.co.uk/itm/355961097552?_nkw=iphone+13&hash=item52e0ef4d50%3Ag%3AHjMAAOSw%7EGJmv7WT&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlRgCGHomPrFebodMPE0%2F28E7QlTZpt2dUGeV3Rre8p1b%2Fsq8G6U52TRicwkE%2Bs%2F9lwr26wiZFnefgLt12A2GSXbxkpZquXxz%2Fq9rIiuqv%2BKV17l2Z7oWpoHpwvqdRJEgfrjOa%2BznubjvHrLbVpVmz%2BdEqXhD5UvWQKdDTWCsWrcPB0W6va5ftg3SFdCXTQNd6Ivzs%2BybXo8uSOO9p7bBrbZ0V13Mtx9cleChh9Bkx%2BS0fhhOWY7zuwURnoI9WrD2CBcW%2BIbiysw5YEhC5Zb2S2%7Ctkp%3ABk9SR7Lp-J-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB - Pink (Unlocked),285.0,2024-08-19,21 bids,https://www.ebay.co.uk/itm/286007992852?_nkw=iphone+13&epid=15049284953&hash=item429767a214%3Ag%3A5t8AAOSwuNNmumm8&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkftfEj2L7GMrh4ZxePx7HhHVCMahqHJJ8psKsMwvf9U5KuY2D8lIrwdN9mS1kNOjISccXTdpHgcg692GBWpeoZy4u1322J%2BW8YtzIadk4eMDX%2BZli0KNd3rzx178eA7N1po7KUl51RvKs2to97wVq8QUMoF1sTz%2Fg7%2F9SgMyaECnpimpS980LxU3cAKlCPXMMRAWShJbXgkaZAuaB9wgzAxqYdT4lK8fcaG173iCUGPWVPGWu2eSIN6yIKNIZC63MpHeephlS5ZKZwaI0EEFkE%7Ctkp%3ABk9SR7Lp-J-2ZA&LH_Auction=1
Apple iPhone 13 256gb Blue Unlocked,321.0,2024-08-19,17 bids,https://www.ebay.co.uk/itm/204937809788?_nkw=iphone+13&epid=6049292416&hash=item2fb73ecf7c%3Ag%3A1z4AAOSwj2Vmqg95&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkIirNKK7SQW5W1J97%2B9kQKkrXDGAapfNHxqRkn8isdA8f%2FD%2BRBeOiVhS0%2BKlYgkI8GRPtnFEY0xqSBeIEQPmWulGVUm2DuV1LSChbKmYJE1DNCXJy8kvYVCPla67im3qfPqD8iyh%2B%2B8uC4jh82zdqdRiCj2Jsl8uLQl6Uy32BmBw%2Bb53qmmYQuaVZ2FFm5F6JFJZeHpc8oy9C6Xa1ToxfXZlfEJiag33KHcmnxht%2Bf%2BbP4o2xAJPIHCe6Vp4d0pOwfjVclR%2F0bbosh8Um7kx5x%7Ctkp%3ABk9SR7Lp-J-2ZA&LH_Auction=1
Apple iPhone 15 Pro - 256GB - Black Titanium (Unlocked) **BRAND NEW SEALED** ✅,850.0,2024-08-19,26 bids,https://www.ebay.co.uk/itm/305725274651?_nkw=iphone+13&epid=20062769661&hash=item472ea57a1b%3Ag%3AqNoAAOSwhYFmuS4h&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlKjaw%2Bjbn39HX10Oowk%2F9s7n9rebuWMVHpqILT4hXxAQtTfE7FYLMC08ATQgD5RkeIlOtxblcIAdCfWPeEJEbliyY%2BMbTGFflFrYQG3H4ZOtEQTnEAFCoTki11XMSvaRt55qonCzmehU3qREWUj9CraF6y%2FjMZhd6gTdMsZl5WCFJ4uH%2BmkAT4NCVnCEE1F81YyrUdtlL8iD%2F8Js2aAwqUP6W%2Fnv%2FLDysUR3ahd6GXfQ%3D%3D%7Ctkp%3ABk9SR7Lp-J-2ZA&LH_Auction=1
iphone 13 pro max 256gb unlocked,465.0,2024-08-19,11 bids,https://www.ebay.co.uk/itm/266942672852?_nkw=iphone+13&hash=item3e2705efd4%3Ag%3Ad%7EsAAOSw5ERmksxG&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlCA3fBL7HayHSxbERdRTt%2Fe9PLpxMFu9feNGf1jkeJrOqqLLqngmcwwqlRm%2BTowPa1Oq3aLfENyDfW4zj2Bd29dTqgZDJm5f2GnELmtEY%2Fqs0NXVODJOwOm6cOQ9OtfX7g1XoD8hxCltzutkfHoVAxtkzDeSWsibsYGrOEoenDVJ92pUopgQSea%2FRKcmWkPCvvVZgyHUAdfzbxvy4R3%2BqYD2HUfQVMX5ZdIQw3yOcAnQ%3D%3D%7Ctkp%3ABk9SR7Lp-J-2ZA&LH_Auction=1
"Apple iPhone 13 Pro Max - 128GB - Gold (Unlocked) Excellent Condition, No Damage",440.5,2024-08-19,21 bids,https://www.ebay.co.uk/itm/186628336240?_nkw=iphone+13&epid=3049291528&hash=item2b73ea6a70%3Ag%3AD7wAAOSw%7EJhmumFb&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnhiPxquZV4FCbm0XKDanOg%2Bj0H%2Ft9tpRRdzk7F9r7yPVu60BpPHA%2Fh4UJDBo2maAqOWrtmXX268c%2BSeWablmANa%2BeIZZwZLJhkAkhhDL9P9iKlAIrO4odlTS8joTPVMRx8pakRbi3k3BbJOTUd%2BWrA7JVxtnaraNENlRCHhCk6IhOVEcZZucojg8o4zSjiWmowdFNEWvEdnX0kfuNUoj0s8%2FNEadjIvRGks6JqEsenmzzl9w2ag0nbYqIpTrPkDo6wmegv1fLwlN2v3VTcy8Sh%7Ctkp%3ABk9SR7Lp-J-2ZA&LH_Auction=1
Apple iPhone 13 mini 128GB Blue (Unlocked),320.0,2024-08-19,11 bids,https://www.ebay.co.uk/itm/305728058550?_nkw=iphone+13&epid=14049280237&hash=item472ecff4b6%3Ag%3Ak8kAAOSw6jVmvHWC&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlLSDPX8F4zkfiuaKr08vAJxgYfkbUcmOLJWkLKwDrQNyVO5k7ZAtosj5hD1Y016XuaboTq44sWZzD19CoC%2BeNVofPeYHe3zQQaGYNLuyyRZv6fwQAtPx8WCRHMMIBySLCQBHE%2BF8NsHLfSeMWGgkZiMviN6XbqRHXV%2FeDZbEcCsTHjl%2BtYD%2FwoTxXlAMd5DhXUwxxsXzMcLQ%2FJr6FYTP6%2B1zg1tHfBfhtpTZ0d%2BRFP9g%3D%3D%7Ctkp%3ABk9SR7Lp-J-2ZA&LH_Auction=1
iphone 13 pro max 128gb sierra blue,100.0,2024-08-19,1 bid,https://www.ebay.co.uk/itm/116296430130?_nkw=iphone+13&hash=item1b13ceb232%3Ag%3AYxkAAOSwTERmw5Ei&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkrH6k668hO4V0mmgEReRbLJwOHMicU68FmzpIBNvcSH%2FMEUDKE3WPftqhUP3YjzrTtqf568XvhpTabGUDqafrrT2cxnkaAYxJeg8p761IPFwBJ7Dtg3fPuDkmXk5BSBa71wk5zZwvoDy%2B%2F2wNSKLkTxYsto%2B8RnynhjrDANzAWocw2zdaFszXxCo7G8M9ideWNIyI7CUF6svQN7WQSZVmNkwLtk2fZHDgP2ynvHfL7Cg%3D%3D%7Ctkp%3ABk9SR7Lp-J-2ZA&LH_Auction=1
i Phone 13 With Screen Protectors,315.05,2024-08-19,17 bids,https://www.ebay.co.uk/itm/286007882946?_nkw=iphone+13&hash=item429765f4c2%3Ag%3A4zoAAOSwTERmulrT&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKlLPNFMTgVKgh0rw4MsCogcdxzog43tGM%2Bbq7pP6glBnk9Nqrf8wxh8%2Fm86Czhq%2BAgDL2TqH0npTLmIEWWDMUp%2BqsoOiTfRW7cEwMKxAjCV7NfeRVmv4MhQI68HPyA6S%2FaOlo5xrbBxjn6UH586eoFfDZxt1bllmTEPp4rRKqhqSQmrVxqcbZl%2BOfVgPo%2B1yUjdRwm8mPJiJADZ5y%2BVQoxBZ9lgCKlq0rqULk2ZHZtFGuUcoojsV4K7r3QVJ6HZYfob%2FDiKCmTU%2BcGrqj5%2FIGltyDhhEYw%2BHcUfBpE0h7O6jw%3D%3D%7Ctkp%3ABk9SR7Lp-J-2ZA&LH_Auction=1
"Apple iPhone 13 - 128GB - Pink (Unlocked), READ DESCRIPTION",200.0,2024-08-19,1 bid,https://www.ebay.co.uk/itm/186640851640?_nkw=iphone+13&epid=15049284953&hash=item2b74a962b8%3Ag%3AuEcAAOSwJyVmwvGF&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmA%2FGmL4fbT4oGHQO46zmy%2FJE59OwsAZVMx1828y6%2Fgb%2BIyJCRX%2FPxkdiWDtl6wgc5IO%2B8LxKvDNSvdyHBtuQz3T0Sd4JEJ0WHd2DyE86n4NT9YeGLWYsUKsf1khRcj0OnpDV7pdVYxJWyWuwKz6aF9Wtx22pLd2J7mj%2Fs7y3kjDKFwKlonlVoZFrqYQ0T0tK%2BwjCOX6FqolUY7OT67lEhfCt3WSxU9p4V8u4HnvKxc3g%3D%3D%7Ctkp%3ABk9SR7Lp-J-2ZA&LH_Auction=1
iphone 13 - 128GB Boxed midnight unlocked 100% Battery Life Excellent Condition,330.0,2024-08-19,27 bids,https://www.ebay.co.uk/itm/176521371959?_nkw=iphone+13&epid=17049280668&hash=item29197e6137%3Ag%3Ay20AAOSwftNmukHT&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmz7dfLb6y0UXJyfDKzT73XoezBmrUivsbWLCmvJMczuM12LVw%2F%2B8nY4eD%2BesT730NOEe3GfT5WyJsMvZuazONKrB4XZ0GEk99meAOcr%2F%2BIVcylgLxDTM%2BLPkOaAlXwRsN5gfWv3Ym%2BRKEZAOphmc1kkNGbVCitOuLx1HX3La%2Fc4YhyfyNT2r%2FyR9gLpNfw2Pwq4g2fxYZVEDQhu86KRNlOhpfggiZGoy1uxtq%2B%2FizGxQ%3D%3D%7Ctkp%3ABk9SR7Tp-J-2ZA&LH_Auction=1
Apple iPhone 13 (PRODUCT)RED - 128GB - (Unlocked) MINT CONDITION,381.0,2024-08-19,20 bids,https://www.ebay.co.uk/itm/145959919041?_nkw=iphone+13&epid=2320328669&hash=item21fbe39dc1%3Ag%3AmUQAAOSwXy5mwip8&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmB88IgUmFc9a46rrnkXVmcVjV0AMlGQ5BmUNLyQ%2BEX7SyUkAGZhEypBLENyaBFj7IjZchQmJWch9JpRw32kQPwUAfVXoI%2BemKt6GNwnwWGUz2Q0SVnAVKbr84jMA5bTfHfLViU0c1wLLeC0LgrIuguUNM%2FMAby5woR8269kkvk9UmkQBLTe43EsA8HZP%2B2s%2BnhtjZvtGPmwgUQAXic0AAGIjMWN0XDXynGRCfS85yo59S78zsnseLMwlYuhckP9%2B16iLg9FDu4aW7UfDpt9WBR%7Ctkp%3ABk9SR7Tp-J-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB - Green (Vodafone),250.0,2024-08-19,4 bids,https://www.ebay.co.uk/itm/135196010608?_nkw=iphone+13&epid=22052816642&hash=item1f7a4f6870%3Ag%3Any8AAOSwhmxmvzd9&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmai4P2SanTFU%2BWQj9f28tQ4mENcFQ5pEBTR8GNl6gSypag21YrzYpUxza8tknnGQ5fEPkEVwmXhWPgjT50LWnNHpN0omPGwdZsjljNU3vKgr2GI3QUgfhrmhcJzkBI4FMR7bcHTKR7zVvXOjLKkFw%2BEEMfJqD4Mh4ac%2BEDyZndp9qT4XEfD3ZcrutJMK6fZnX6LhuhhHgsgHYyiE3htkP5Usq8ppm1PCksb3lhZV7tegIr8dNzICVsS66T6Zt3w0wwXNUCdECUc61ahPT42TuE%7Ctkp%3ABk9SR7Tp-J-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB - Pink (Unlocked),255.0,2024-08-19,2 bids,https://www.ebay.co.uk/itm/365062257304?_nkw=iphone+13&epid=15049284953&hash=item54ff67fa98%3Ag%3AMqgAAOSw355mukDo&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlsqvQkCP2x7waoX3u748WltkL%2FnpxoO1g8lqbOGHLi1LVjXHkYRUcqnFHXhKha40jFIdz%2BbajZSofrqc4UtCmkYiSFEoankJS9C%2Buq49dWeTLZIBbeauTDezYKcxhZhk3TEl9obwckMGiaxfRDUk7dDaPWUAMcEvPAEuftPZhJ7AGwP6AnnBsnEnmu0U3Ol53xkPuxoLCpU%2FIozdbybAcG0OK97lnTA1JHUP1Lyin0Jg%3D%3D%7Ctkp%3ABk9SR7Tp-J-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB - Pink (Unlocked),193.66,2024-08-19,23 bids,https://www.ebay.co.uk/itm/145951792216?_nkw=iphone+13&epid=15049284953&hash=item21fb679c58%3Ag%3A2FQAAOSwfvVmvOH4&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKko1sSV2fvTfEDZHsVZYIe8GKN0fc%2Fi%2F1XVv57M4gFiVmJFSm8BT6nmInSbmDvVyCwaEwCH7hf7GC4OGGR2QhHlHbMIX6kwHJeo4Z3nJnRd3UVlQSa9JnLM8%2FqtaftPAffRfjMObaUAX0HGpP1Ri1BCmWjcSV1EAZhFqYLDYDo5EAH8Ke4x%2B0fzcCAoEs7MMjzoIhWTdUZNjMR0bpwUpslZWurN%2Fg3cS9gQ5rQoP6VtvLSoPoq8Lihsh6XvDBsmD5mPKQ4Eh%2Fuw07uJZvWD6UIQLrs3PBNu7bzJHJ1HsBppiQ%3D%3D%7Ctkp%3ABk9SR7Tp-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro Max - 256GB - Sierra Blue (Unlocked) IMMACULATE CONDITION,510.0,2024-08-19,26 bids,https://www.ebay.co.uk/itm/315658355972?_nkw=iphone+13&epid=24049281138&hash=item497eb44504%3Ag%3AywsAAOSw9dJmq6CH&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlnNR7m0HrlORb9SAMNlJ1PV6S%2FV0Ckv1NyKMVeA1YIX%2Fg0LxDAmfJXDGP%2F7Yy%2BDkGIrZwzUNefi63vULQcvBwDtBntbO%2BhvotRNgok7haJQwNXd5aESqxwtg1w9KDIiqCGfEfsuMKvTldtK1Gg58VA2dI0wXWj9GKDIe9K6I3QytKZjyN1YHkrqmqO5kt0gmBRippaAeieUPvAWucuG6MuHpx5Iu121QoZACDnxVzvuA%3D%3D%7Ctkp%3ABk9SR7Tp-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro Max - 256GB - Sierra Blue CRACKED BACK SEE PHOTOS,150.0,2024-08-19,1 bid,https://www.ebay.co.uk/itm/166926901159?_nkw=iphone+13&epid=24049281138&hash=item26dd9e5fa7%3Ag%3Ah0YAAOSwX75mwxKe&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnFI4pPqRToSYovowOYgfYdZMXAb5S%2Fn76%2Baso%2Fe63FEGSehB7SAFVuO7tiL%2ByxoyDmVGMOn7zXsZedrSi%2FZSFs9i3uHxB4yq5iM4JdF%2FLam7r1NaWx3yhnPCdWWuZSCVY2Dg%2B9tiY4h0GgLGg1JEhhlxq5kWVXHG5awYjHOdOEHqb5b7rbeAzhWvmIREiCgTIn2Kxz4Oic%2B%2B6EB5uvfxfWJ3V5aBbiEIHd%2FiK1sbL%2F4w%3D%3D%7Ctkp%3ABk9SR7Tp-J-2ZA&LH_Auction=1
