title,soldprice,solddate,bids,link
Apple iPhone 13 - 128GB - Midnight - Sprint/T-mobile - See Description,197.0,2024-08-25,14 bids,https://www.ebay.co.uk/itm/204954776846?_nkw=iphone+13&hash=item2fb841b50e%3Ag%3AacUAAOSwzO9mxwL%7E&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmA%2BY6WiBCJFW4JJnXiXkTOWt46zZYVEHbGVSEeHPVQrGWMdzV%2FhekAx2QbwXaS0ESXV35s%2B%2BZ7%2B1Hb5ioaYeIvBFOYUYnVJbVZu80AJTVmSGFclFT%2F3d7gxTbfrFODF1j8F1vD1TxIaholievTVXGUxs5dijw3DpmOQDbFiHXtu7Ij4TUJpgJN5Y8NOwnDTgMMRrinfjiMh4m8KA2HrS7yUANJOZrORlFp1hP5iAsixA%3D%3D%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
Apple iPhone 13 mini - 256GB - Midnight (Unlocked),320.0,2024-08-25,11 bids,https://www.ebay.co.uk/itm/156362057782?_nkw=iphone+13&epid=13049280958&hash=item2467e7a836%3Ag%3AEAsAAOSw-URmwge5&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmAQ1biRaTEsmAyrKSgOrrhCpGujFltWiG4Stu0%2FmJZ4pQE5rMuuImBhYTx9UlVy2cKPYsO9F4AeB%2FA7jedZFk1cZ2PFzq3zi5rxZvCx%2BZGWa4cWraApibSam6Vpm43F6Iz69YOcDL1d7cWotvmv%2FczFSqDKAeiMIkaW%2B7erquxHoivrzrlqix7e1hy1Pn%2FjiU61qwTS6b0LIwvYqPABTjfN1x2%2Fp1AgE6Iqm38GFUVyx0JGkgA3tzcaX6JiGIOV7K7Wmg%2FzOz9jGIc9YRgON7R%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro Max - 512GB - Graphite (Unlocked) A2643 (GSM),660.0,2024-08-25,9 bids,https://www.ebay.co.uk/itm/176534574320?_nkw=iphone+13&epid=17049280586&hash=item291a47d4f0%3Ag%3ALWUAAOSwVEBmxM1-&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnVa02j6%2BjbO9yneimfEy8jfYouF0GIFa8lkJcLFfifmtIiQRRh8VP9yxNxzPzje2p3DrtGPWyGnhbrFKiZNkvyc7WRPJFhyGMUw2JJXMcGgV9QUXl0x76QqylC30cJ%2FN9Vmwes0ruweHC7cGpVedbBKFcxFOGFZ37w5fBcXyF0j%2FcgGexO3p8anihWwc2LtLMdeLLJxlXWzVI3dQgxyvZK2bququgvx2sO0%2FxvGN8eC4%2BXGl5ldeq1QJB4L%2FsS9Ll7JWmW7OmK3tXYd0xlsEj9%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB - Pink (Unlocked) *Immaculate Condition* Fast Delivery!,375.52,2024-08-25,10 bids,https://www.ebay.co.uk/itm/335545496465?_nkw=iphone+13&epid=15049284953&hash=item4e2011f391%3Ag%3AGaYAAOSwQ89myeyV&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKnuIHRZO6gJrVIQDFtzn3Lf765dnnyDSX9ILK%2BdmzRvK1BOAovIJOJyatxfPQk5hodk0Dc4kxLxD7VReQjBg62bq659fcPmVYL5ojvhC5Z5rUAsGOysN6rbaPEDn1rU990tcH9fQpZkdki5Xq%2B5%2B2%2BdufPusVj4pRL0uzIXIgtuHKIFF%2F4DRrEHxNJUSz0sO0pyYsOAmIbR3Wx7pJnnkX%2FA2AA%2Bn4cbBKkJkU3k8mgseVLmhtUPrE2aCK0GiiwPaNU%3D%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
iPhone 13 Pro-128gb- Silver (Unlocked),360.22,2024-08-25,5 bids,https://www.ebay.co.uk/itm/135199011009?_nkw=iphone+13&hash=item1f7a7d30c1%3Ag%3AwuAAAOSwrjlmwflQ&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKlkarLHpo1Yj%2FGfTyShGINcstT4o%2Bp6GVR42d4Rxe3wBfpsgk88S7DtOuPho%2BjGfbBmt%2FPjmHMyhnSPWWKX9M0cLgEfZlqKzzWnO28c9VYySmwQJf74tYyy2qBRL41vE5BpKxVd%2BxvZWUlNCuJdR7k%2FarE6gy1CCCFmwiMXYt3Gt5p4G1x9Y2DeptWg5C931wlfdqqT1TOvy%2FEs4MlqmCZwXHE8lnOd4qs%2BN1SoR6QjomzU4Irstvb5SMsXqouU2BZfJQ1anjgViVjYdeOpVhC6H5e2GSZwv3zdSnV5IgeRdQ%3D%3D%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
"Apple iPhone 13 - 128GB - Blue (Unlocked) Very good Condition, Great Battery.",300.0,2024-08-25,27 bids,https://www.ebay.co.uk/itm/276600263241?_nkw=iphone+13&epid=12049274306&hash=item4066a91249%3Ag%3AUAIAAOSwFhBmwfdd&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlohpyGFwuvfLeMA7s0RrHb0QFk%2BRMLtXFUvMGAVUDFV8PyIwIC0njm41FN8u2yGpjiijFv5JXRY3kUs55n4MDoKOuFjpkfWa2JILSfPzU0X1nCAwBOFvt0DuFfNceVjQW5kRQgxLXHHVUJJMpGG6aANpj0FRg%2FbhiaWhnRhtNi6OjTheicjZBMCsuRqa8PdgHXC3trBC8ngRGaUJFazz5o2jm4vkEMd4izvU%2FhRfYNcw%3D%3D%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
iPhone 13 Pro Max. 128gb. Graphite. Unlocked.,410.56,2024-08-25,16 bids,https://www.ebay.co.uk/itm/326237250384?_nkw=iphone+13&hash=item4bf5416350%3Ag%3AMAAAAOSw5ltmwehE&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKkKI0doL%2BEn7E0y9c3eJypAhHSrwwpE5e5CSlkNO5PrJafF8MDJ0L%2B4NEbrrflZKlYikHWUx9M%2BckN9Ai4DqKNAeCpE7rWC%2BBGXrPuc5dh5MB2EYDMug91CwC3pMz27EY5ZP01GwEIkFhCfOV5VnIrHro33n9pcFk54JrZI%2FFkOXS410zX1tSZvLqed3G2J7oswpWxEzNp1tzLjIQTH1Nvqb6PV0W%2FNXHyENWodx0uaPznAPa29ov38MMH3Ol9nPEU%3D%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
Apple iPhone 12 mini - 64GB - Blue (Unlocked) A2399 (CDMA + GSM),143.0,2024-08-25,26 bids,https://www.ebay.co.uk/itm/395603237385?_nkw=iphone+13&epid=17041715540&hash=item5c1bca5a09%3Ag%3AyswAAOSwkv1mweTK&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnZLOF0mxyiCgw4ih%2B9AurSWyKHjoOFb7j9Hlm2ncsYMtE%2FKWcq2fg6FkktHUSlvu4iM6yFhBO%2BuAso142EqYnFTAJSj2jnr%2FRVkBzRx2RwaYPkaYK6WMtLtOO1uGRwzk%2FqMc0y9pWsvEl5rcRrDZHDpxlSxN8iz5NEGWHpUFXOA0RNylGGovbGMQXujXSrkoSEyJVrrIjw4d8iPFuXJyfJOk6KXy7FBX9v4rdjB6waL6jlxm%2BMmjbOKUxRtFexIV8PzUS6Cj0KST%2Feh%2FxNK3RD%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB - Black/ Midnight-  Excellent Condition (Unlocked),340.0,2024-08-25,16 bids,https://www.ebay.co.uk/itm/276600183737?_nkw=iphone+13&epid=17049280668&hash=item4066a7dbb9%3Ag%3ACRoAAOSwGrhmwd2c&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmLip6usgPge3ngEkiWV9zUXUv8JtoG%2F9Pn7m41yY1oIx2LgfPIjGdBd3lS26KbasF9niL0UTg80nqx5nF%2FX2%2BZqWg1QaGqREAH3axekXBOxsZX6446Z%2F6rCKnSa0zpcBt60KWu26ipk%2BSSX8%2FuQoTsvYOeqzXClVA37GjdX4UjsV%2BJAsOHn59UiQZug6I3GMG5zja19AgehhpTzIZL2utiK1ivj%2FejnYj0pZKSSxujFA%3D%3D%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro - 512GB - Alpine Green (Unlocked),470.0,2024-08-25,17 bids,https://www.ebay.co.uk/itm/256607840666?_nkw=iphone+13&epid=7052775808&hash=item3bbf04e99a%3Ag%3A-UsAAOSw-mhmwduN&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlFalGwwuMNWZi056oLmNjJRbfnFgW%2BbGhKKbeQ0F0Fp43UYuFJpRC5Q%2B5ajUPtSRW5QryFw7RtnxsB4sQYofR66WZh3M7iHXOeAhvQYUu3bLPj6pzJFKz1aSZq%2Fbqt7453vCSMVYeuPAIcjc57YTQZ50fTCIEhA4NO7tehhg7B7HcsQjU5w5%2B%2FoatqJLA3Hgbi%2B1%2FXPl9NbyPGu1%2Bh1KZxQQvpb5MMiAEcIepFRI9emXogmUz2bcCG7B%2FIttOzPEDG5gkXBy8jZABq9FZTbXNq%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
Apple iPhone 13 - 256GB - Green (EE),263.0,2024-08-25,25 bids,https://www.ebay.co.uk/itm/226307859429?_nkw=iphone+13&epid=4052810807&hash=item34b0ffe3e5%3Ag%3A2XgAAOSwb1Rmxx-r&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkubyRD%2B7nPVfeBfJ9VGXUswEUIpC9WxhTDSYvMtaZvJ1hUt2Zfmjrwq39dSRTVTAUol9xuMi5gGHJ5AWKLNlljnR%2BFyYpzcZXEt1TS7VERmWlS5fLZ2kkKXbM0oGWyMnS164qpWyHAdDtFJIoo3LWI0W6pRRSEsZNLiLcdW8KZArzSCmbueGX00EpJEoxumsRVvLGdOfLnu0XJu434vFTNywum5hRPkc8NdJdUPOQQaKLjbyvHFKjd2JOVsBs4axYGkWhi12xFkBgERrcYllIi%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
Apple iPhone 13 - 256GB - Green (Unlocked),350.61,2024-08-25,59 bids,https://www.ebay.co.uk/itm/256607810196?_nkw=iphone+13&epid=24052767224&hash=item3bbf047294%3Ag%3AIfYAAOSwhfpmwc9k&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKkj5FxaaV5St8ElVTOLg9gvMiJXo6wountOs2xgngWE5QY17sf0FUrvPkfuv2M4MeO5ULzVWIanwkHWqJ2uoyZlW0n0uXgKc0ZkATX%2Ft0zUcyJLGDnIxaLU%2BMevxjIrv%2BtA7GNETKF1nZGHVftLYd9FZ%2BbX0iWccG31cCdhIBcXPpMczgJcpwJEaidE9E064%2F6YJbcppvLmjcTdl6sHCTn%2FyhhhrbzFjcoBobdpPF1t3jcZdgl6AjCqdzkTwhClwEw%3D%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro - 128GB - Sierra Blue (Unlocked),355.0,2024-08-25,35 bids,https://www.ebay.co.uk/itm/375598775304?_nkw=iphone+13&epid=28049285691&hash=item57736e7c08%3Ag%3Am4kAAOSwff1mwcy2&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnYOSW2%2B3PybIQibCV3R1WAmu%2FHJmz7IhzwWyOAZAp0qfMw%2BmBRnPPS8SzIC1FSRJkjtrcpheEosY%2Bxh0hrqJdwBmQa3onldPYVGsKP4EXK2iqSmFnbw3gSSMTe8U5QhDLF%2F1Ubn97zY9QLG%2BTZ5uSqQTgnm6R39si5Ddnavyhic6S1e1hcpCCBAI2CQWjQsKY%2FDN9PD0O0eSkVA4QVL46lEsvJmybVpJy85OkETwtajA%2BCrIxppVN7XvVvEv0a8Nc66DIaE%2Fzz7izG2Ivonhc0%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
Apple iPhone 13 (PRODUCT)RED - 128GB - (Unlocked),210.0,2024-08-25,26 bids,https://www.ebay.co.uk/itm/204958545277?_nkw=iphone+13&epid=2320328669&hash=item2fb87b357d%3Ag%3AJ1EAAOSwbfZmycZk&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkxm5Ss3MkbYtavsRUBMkhS8Mxp%2BNDd2LjgbDU6wBj5Pb7OMatjG%2BC2sNwFuWifu7xFDD%2BjeII8xHp3aamTFUIs4a38gFQD%2FExq9sZ7nNr7cCMYsQ0eLgtRwV3tX3LAvpYycv2ZZn8e7nPcr4h%2BFmuFJRXmAgZuPMyGoCUvLmq2E6JDdzevGtUoefl%2ByjcLKr8KK5VqJ3FtpJAQDBirWEK%2FP5EOGFYwYNKfYvoT%2BQBbksNTrSjamlp%2FNgP0%2FBjNfAxPD3FdOd7pzrXup0Joo6SN%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB - Pink (Three),205.0,2024-08-25,7 bids,https://www.ebay.co.uk/itm/256607357081?_nkw=iphone+13&epid=12049376978&hash=item3bbefd8899%3Ag%3A8igAAOSwsTNmtPfK&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmWnRJsnvXSBSJbvi8DYRWoPsqc%2FX%2BqSsWV4TdYne%2Fpchq%2FZbP74zTWbdRSylZmaSwkFA7muRytXRmQaE7KhET8VWD4qt6uT7PgvaUPuhjXR25sIIE1wbMfq5nYaCQu6VXSLPx%2BkUfnQOGwhswWbZNQrZdr1%2Brq4oupU1zm3i3TGiZsd7l4wq5BG3GYpvC6SmLckn5wMYAXYhBBRtRsWbuYLBzQpdvHnh38MylR9dh1plgz0XvNElCe3K3RWsnyXQ2OyeU6SlGj7vhRA87ckCZA%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB Blue Colour Unlocked Phone Good Condition 89%  Battery,289.0,2024-08-24,12 bids,https://www.ebay.co.uk/itm/256613893237?_nkw=iphone+13&epid=12049274306&hash=item3bbf614475%3Ag%3AVCAAAOSw0aFmyPqY&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnzT22WJ%2F3zp%2BIfzsXCv54GjTqjWIACmGbDGRVzCGA1VzStI%2FBTh%2B4pV2%2BHG9NJOq6kwPL%2FNF323h2ZX3phz3fc7ZNE9pBt5weYfEeydSlV73OyHmSQidohdC4JJDETeqxImN6zvlU8wJcRDGImHrHlNOm5gg5Va9Dya9wb2i%2FFvvmh5g3XPpq7dZHZbel9jC1q2NEuu3KlhxWDsiBLLpV0T98PBqkZ2lG9sBuesrcoBg%3D%3D%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
Apple iPhone 13 - 128gb - midnight unlocked,260.0,2024-08-24,20 bids,https://www.ebay.co.uk/itm/266956483554?_nkw=iphone+13&epid=17049280668&hash=item3e27d8abe2%3Ag%3AS2EAAOSwU-Jmw0fJ&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnQTwxh1HZjh9oY6TL5J8rS%2FzwPmP%2F1N%2B7M6A%2FuAOOZ74CmKmNnVEJcKFdPbArXFoadz9xNqcRXzbAfbO5%2BQyGWrn0srhx6cKBcu2iKy4sxqCbbxoPX%2B5SYGIOnWKry%2FpzvWI3KYOVMbMitQXzhx64EhWPB9enpDlEJK%2Bk07dglMhyG8R7bfvY6xTiw2YQ8263Teze36r0p7Hw5MZlaRqfp73mG751KnmMh5AXSRvIP2g%3D%3D%7Ctkp%3ABk9SR9TN-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro Max - 256GB - Sierra Blue (Unlocked),550.0,2024-08-24,12 bids,https://www.ebay.co.uk/itm/226298929972?_nkw=iphone+13&epid=24049281138&hash=item34b077a334%3Ag%3AOJ8AAOSwGrhmwIlG&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkygmqnaQW%2Fjd3zXqnl4Ap%2BFaJLMe%2BiY2HoQFy0ZycQpTat8HyN10wWcBXNfydh7Djb6TjvnP--86M3lYosTQl%2Fhw7cGuv7RZeDRR3Qmp7675obVn9JtQFhRBV1tsMlmpbRE%2BWa8rUK9knXHkUWD5eR13ISwdRFinqhq2UHvhAgRohFOu%2FdHD%2BUl2DwqU4Xr68P8Oiw7RPMd0Kqb1pAt3BcK%2F7KCosl9MCnoutaj5suvKCpDJyXUqM2FZ%2FQRdzzXaTo0LW3cDXRIcGMHvkgM9bl%7Ctkp%3ABk9SR9bN-J-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB - Blue (Unlocked),259.0,2024-08-24,24 bids,https://www.ebay.co.uk/itm/296637339641?_nkw=iphone+13&epid=12049274306&hash=item4510f697f9%3Ag%3Asj8AAOSwolNmwPe5&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkeh8TJ9UxatMg%2F9KvlEd1npB2jgq5MIgkrSI5PV%2F%2B%2BkDqgooof8am%2F4jBjS6JdxBua1E0mPDaOU4mKR0qnNMOZa4oMC%2FCVGgokrt%2BOHWrLKzWiDieeDq4TsvbLbDj63arNHgxZBbTTlcQ7dh7DVsOtjKyPo3AX9zof4jvGLI%2FlroEWyN5I%2B2gt1LVq%2BaAKG35rN01WmrhIcs0mtRP4N5IA7iBMlb7LVpWA%2BV7KUXkq3YD0zrsICfdICwOJeTwLk5OiJS4s0%2Fu9SZA6XGPEVtP2%7Ctkp%3ABk9SR9bN-J-2ZA&LH_Auction=1
Apple iPhone 13 -  128GB - Midnight Black - 89% Battery - EE,130.0,2024-08-24,1 bid,https://www.ebay.co.uk/itm/296647410472?_nkw=iphone+13&epid=5049392789&hash=item4511904328%3Ag%3AobUAAOSwjchmq3yv&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKntpIvnsYsviBbErEXvXTuZq2uvmXOlqoqKobXCHaLsfFn%2BcOdfXzZWgbhriHdbJ70Ul2H5SjyoDPZotAaU1LSTybgCJBFX1WHZWnjvL1eM6oR5ZgafEH4nKloKr3dj46K2MbmN9wtlC6Fo3%2F08NJcq%2Bm%2BP9PG0Or92FxfB6H3oVD32Ez%2BbzfGcYajq2eu16VF9sIU7ysTXfLqG1dFOT5%2Be88VXSOAnGO8ft6JhRUJYRQ%3D%3D%7Ctkp%3ABk9SR9bN-J-2ZA&LH_Auction=1
Apple iPhone 13 mini - 128GB - Green (Unlocked),450.0,2024-08-24,30 bids,https://www.ebay.co.uk/itm/276608096917?_nkw=iphone+13&epid=25052759582&hash=item4067209a95%3Ag%3Ay7MAAOSwg-RmyLGO&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKm19M3N3SF6mLphr5YpXoUswpj0MlvSUZIVwyaM1RmpoLxTSbycEbb1xcE%2BwGZgw9qJAdj%2Fe1j95rrRzdUxspTKEYHi9vPMgUd7GsRRKfkVLJFfqYLOqOVVJUKZ1ZABDZKOJaJBGNglrkBogthmEZxnmHncyR7z%2Bf9cNRUu0jRkYiQ%2F8rmYZOwPdMvT%2B8yZYDYbGFP15px4qzcoXaNvaXbmmM6qExwBI1KnsgJqs%2FxkVQS%2FfLVb4CwUHKhWoXvyZGtYYc3Bz1vCv25lYRrzeo03%7Ctkp%3ABk9SR9bN-J-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB - Midnight (Unlocked),424.85,2024-08-24,3 bids,https://www.ebay.co.uk/itm/276599185223?_nkw=iphone+13&epid=17049280668&hash=item4066989f47%3Ag%3AUAEAAOSwC6VmwOFj&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKmGgWEOmC4Ih3iahE1rZoflMrVfghuuuyUKaP2nECYhE51l88RPPNwIyXs7O%2BNThiT2i7vzqcDQMSo3%2Btd9PxI5P2zPCXHDzlxQTxGbxP9QfW%2Bj1n5ihAWk1xYSIiDX7XzeECnoxC5ewlfkL86W2K1AP9hu6xvy44b29SCIAVmmiGnpuIgilazXbiE0O3%2FRhtoNmUvgkReN33%2FWJKnyZjqFijPVIYX0oDM8sTwxtCiOb3v6hCRssY2gfqt%2B%2BCJS0tkT%2B%2B9bRLEixsZVqVRsDcO6LCEEF1zv5hbOmMNG%2FxYdQg%3D%3D%7Ctkp%3ABk9SR9bN-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro 128GB Graphite (unlocked) GREAT CONDITION  in *Original Box*,370.0,2024-08-24,3 bids,https://www.ebay.co.uk/itm/305734097360?_nkw=iphone+13&epid=15049284865&hash=item472f2c19d0%3Ag%3AH-MAAOSwzz9msl6X&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmIwONGm4MtJus7aoVcCfIONM6WROTGuHL2eLrKQLt2Wn8%2Bwgd%2F1Caxh9XZyWo2HSq2Kt%2BhDBMuBv11VfnjWss802SbzW5TDdoI7iyRLG%2FSBPofZM%2FRc6gmwkI1h8nnf2hC1eKOmoauPS%2FxZBJcgaRMLsWBX0imHisHt5WecvNY%2FAWQorTw2S2PAvprGgPPVKGMo0R%2F1Zl8VhhedirO5Niy67zO%2BPTJt1lD4SffZpM8pC1oKW0wbL4VH5qlrpZZMGFJVcLs6UTLuvl54Sduy5Dx%7Ctkp%3ABk9SR9bN-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro Max - 128GB - Graphite (Unlocked),361.0,2024-08-24,18 bids,https://www.ebay.co.uk/itm/256613640726?_nkw=iphone+13&epid=28049285645&hash=item3bbf5d6a16%3Ag%3AyZUAAOSwskJmyLGP&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmZyPiDfR1hPYV5wntGvzeHgZu%2BdBrgmD7apyLDLuQZR%2B5fbvj0WTTCCju4GCgtqnn37e%2BFzXSXddB3Rzmq4whL%2BJ%2F5yxvHOb2d8lJ1JrYbbFFqg4pJg2nigzB8sTWkWVd1Dg8wAm6%2F996N%2FCWhSjHFMEC1Ezi1iKTRrcXqd5gKF2On065MiwcLbY7trDIixpIoWL95g8ikPhNNu%2F7NURhrJmcFcoGffoxotqKxbt%2B5mg%3D%3D%7Ctkp%3ABk9SR9bN-J-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB - Starlight (Unlocked),195.0,2024-08-24,26 bids,https://www.ebay.co.uk/itm/335540484641?_nkw=iphone+13&epid=22049282510&hash=item4e1fc57a21%3Ag%3AODYAAOSw6sZmxghs&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkfRmOAYbkkfH8jOgGjxrgVi%2FwIgwC1%2BGV7aaPA7q5XCWQoocB%2ByWb%2BxSwZVvQh%2Fr%2BtE4baU9ZySecIVM463aKiQFupGMKFRcx9Q86PnUxoAq7eoOXXCqzguHS%2F66qNOAAPGEEIKsVK9zXmWGQyH%2BxMObuKhe9VRHd1gNahw9JlG6MivuRhBkpRikw951YbiSbSYZsb9JIJVP77UpHnZ2qROd5B%2BSsw6cYgcEna6FHmYQ%3D%3D%7Ctkp%3ABk9SR9bN-J-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB - Starlight (Unlocked),250.0,2024-08-24,1 bid,https://www.ebay.co.uk/itm/276609335034?_nkw=iphone+13&epid=22049282510&hash=item4067337efa%3Ag%3AvQIAAOSwWD9myfGK&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkttx1%2B98Os6bXQasfG77DHYY%2BH01Ys36gM%2Bq3maZr334qHQAswV%2FeWqXO5zhfgLAJK4OUrBoqQC%2FgFQX5AFzV6HgVXgjLg7jYka%2FuH3aOsO4rsWw2oK2kpZ83UQkhucdZTm3dN7K6y3H8dmBQE1BFywD4kTFtce4j%2BSqDHWtPrxTq%2FyEI8vkTGRIfX8RkmvrTcbTtv6aCetRxuy7UDBNF8NW91BTgXRgf7plIwujtccw%3D%3D%7Ctkp%3ABk9SR9bN-J-2ZA&LH_Auction=1
"Used Apple iPhone 13 Pro - 128GB - Sierra Blue (Unlocked) - 6.1"" - 5G ",375.0,2024-08-24,3 bids,https://www.ebay.co.uk/itm/305741556686?_nkw=iphone+13&epid=28049285691&hash=item472f9debce%3Ag%3AB8cAAOSwU7BmxhGu&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmF7uqFrGOOhG4VXwC5kW6t8tRUEUz6hUDGGa2uqHcnzL8D5lYOr%2FK25m664z8cgVWH4Wg9wbVjBWRkSPfB4FAqFQmyXamm2w1beUptPbjPB1KOKr5dyp1iZOWTCyQihmet6r0tCMIBXoUQvqvNx3E%2B3dBg4m%2F4EC97YX2dnyA5p4u9mLYmMrn4jZRn%2FTX6ppvJnLXKWVGlAdG5x96qnhISzTZyp4YkB03DsQzyYolzyQ%3D%3D%7Ctkp%3ABk9SR9bN-J-2ZA&LH_Auction=1
Apple iPhone 13 mini - 128GB - Green (unlocked),200.0,2024-08-24,1 bid,https://www.ebay.co.uk/itm/135199124591?_nkw=iphone+13&epid=25052759582&hash=item1f7a7eec6f%3Ag%3Ap6UAAOSwCUFmwhjJ&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnFeg2j3BttVTgnUKQjHWeoezixHbb5gsZm%2B2u1qjpasaEQnjpy%2BnGWIbGbZKzp47eNMT%2ByC9FSd6aDyt%2BcVYVLOQKoj9aLAm2S5LOnbwPvOi4Ch7pGKHYc5owC7KjzDVrwqrGBJGubFpzbKZ8VJXzhv1idNjgXx3K9Vh5Cqzs9N0EKtXS8iH4R06EfB9m4k14C3zJGu2BUMrJvSRdWAMVXF16bthu7Wgiw3eljTTrlAR6S%2FSQ896GcOukuR6RyMKyY0p1N0lYpn0ZC0VUlljx9%7Ctkp%3ABk9SR9bN-J-2ZA&LH_Auction=1
Apple iPhone 13 Pro - 128GB - Sierra Blue (EE),247.0,2024-08-24,5 bids,https://www.ebay.co.uk/itm/375597334700?_nkw=iphone+13&epid=23049396258&hash=item57735880ac%3Ag%3A0MoAAOSwETdmwLIX&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKl59tYvkKAoMBcms6dfZwAsG45SnoapwO8WvBhALc4lh0vBEJflLzVmpC6D9nvx9ZK2wjcCxK6DC6WGSru8pxMTfjY%2FLldJFf6TJM6aGsna9gdo1R%2FlNX3B2ZKixGQAYdu0x%2BM8%2B4WYpnsESpJ5Iy1mPba656EVwOuWI7%2BkJC6pCRj2Hg66s6PApd3SxAPUbRGky7DOld5PXynE8eRHrtIr6ZCTqleII6MRCsKzDR7oKA%3D%3D%7Ctkp%3ABk9SR9bN-J-2ZA&LH_Auction=1
